Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre17.g733986.t1.2; Cre02.g074474.t1.1; Cre09.g390689.t1.1; Cre09.g397052.t1.1; Cre16.g683954.t1.1; Cre01.g038376.t1.1; Cre03.g161976.t1.1; Cre10.g417741.t1.1; Cre03.g146847.t1.1	79; 68; 59; 86; 76; 55; 68; 94; 87; 67	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
Cre07.g334776.t1.1	Cre07.g334776.t1.1; Cre09.g386125.t1.1; Cre10.g417741.t1.1; Cre11.g483301.t1.1; Cre01.g058156.t1.1; Cre13.g573850.t1.1; Cre12.g548702.t1.1; Cre17.g692676.t1.1; Cre12.g536776.t1.1; Cre13.g563876.t1.1; Cre03.g146847.t1.1; Cre02.g099452.t1.1; Cre06.g288900.t1.1; Cre03.g155976.t1.1	60; 86; 87; 57; 80; 85; 61; 87; 59; 58; 67; 70; 70; 69	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; ; 
Cre07.g335451.t1.1	Cre07.g335451.t1.1; Cre09.g413566.t1.1	1034; 1011	Pfam	; 	; 	; 	; 
Cre07.g336300.t1.1	Cre07.g336300.t1.1; Cre12.g499150.t1.1; Cre14.g633250.t1.2	292; 269; 296	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g337200.t1.2	Cre07.g337200.t1.2; Cre09.g404850.t1.1	160; 190	Pfam	; 	; 	; 	; 
Cre07.g338750.t1.1	Cre07.g338750.t1.1; Cre07.g338850.t1.2	528; 524	Pfam	; 	; 	; 	; 
Cre07.g339150.t1.1	Cre07.g339150.t1.1; Cre17.g741450.t1.2	578; 582	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
Cre07.g339926.t1.1	Cre07.g339926.t1.1; Cre09.g386476.t1.1; Cre16.g692003.t1.1	124; 147; 108	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g340250.t1.1	Cre07.g340250.t1.1; Cre10.g462050.t1.1	920; 912	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
Cre07.g341554.t1.1	Cre07.g341554.t1.1; Cre10.g423083.t2.1	384; 392	Pfam	; 	; 	; 	; 
Cre07.g343250.t1.1	Cre07.g343250.t1.1; Cre07.g343300.t1.1; Cre07.g343650.t1.1	1154; 1160; 1150	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g343534.t1.1	Cre07.g343534.t1.1; Cre07.g343567.t1.1	1073; 1063	Pfam	; 	; 	; 	; 
Cre07.g344400.t1.2	Cre07.g344400.t1.2; Cre07.g344550.t1.2	510; 514	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Cre07.g344500.t1.2	Cre07.g344500.t1.2; Cre13.g581000.t1.1	434; 414	Pfam	PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90	IPR006598; IPR006598	Lipopolysaccharide-modifying protein; Lipopolysaccharide-modifying protein
Cre07.g345100.t1.2	Cre01.g003600.t1.2; Cre13.g585026.t1.1; Cre17.g742750.t1.2; Cre06.g292315.t1.1; Cre06.g254213.t1.1; Cre16.g660700.t1.2; Cre14.g608093.t1.2; Cre07.g345100.t1.2; Cre08.g380100.t1.2; Cre17.g719855.t1.1; Cre06.g301325.t1.1; Cre01.g020751.t1.2	105; 105; 105; 105; 105; 105; 105; 105; 105; 129; 129; 116	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
Cre07.g345550.t1.2	Cre07.g345550.t1.2; Cre17.g740100.t1.1	1384; 1396	Pfam	PF01753; PF01753	MYND finger; MYND finger	IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g346050.t2.1	Cre07.g346050.t2.1; Cre12.g510050.t1.2	408; 405	Pfam	PF02915; PF02915	Rubrerythrin; Rubrerythrin	IPR003251; IPR003251	Rubrerythrin; Rubrerythrin
Cre07.g346200.t1.2	Cre07.g346200.t1.2; Cre13.g565270.t1.1; Cre02.g073350.t1.2; Cre02.g085350.t1.1	389; 389; 389; 385	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g346300.t1.2	Cre07.g346300.t1.2; Cre17.g740100.t1.1	1388; 1396	Pfam	PF01753; PF01753	MYND finger; MYND finger	IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g346350.t1.2	Cre07.g346350.t1.2; Cre09.g390504.t1.1	266; 288	Pfam	PF00650; 	CRAL/TRIO domain; 	IPR001251; 	CRAL-TRIO lipid binding domain; 
Cre07.g346850.t1.2	Cre07.g346850.t1.2; Cre07.g346900.t1.1; Cre07.g346950.t1.1	238; 257; 238	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g347300.t1.1	Cre07.g347300.t1.1; Cre07.g347400.t1.2	627; 604	Pfam	PF01585, PF01590; PF01585	G-patch domain, GAF domain; G-patch domain	IPR000467, IPR003018; IPR000467	G-patch domain, GAF domain; G-patch domain
Cre07.g348010.t1.1	Cre07.g348010.t1.1; Cre03.g202650.t1.2	254; 284	Pfam	; 	; 	; 	; 
Cre07.g350200.t1.2	Cre07.g350200.t1.2; Cre07.g350250.t1.2	221; 245	Pfam	; 	; 	; 	; 
Cre07.g351900.t1.1	Cre07.g351900.t1.1; Cre07.g351825.t1.1	1251; 1278	Pfam	PF07714; PF07714	Protein tyrosine kinase; Protein tyrosine kinase	IPR001245; IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain; Serine-threonine/tyrosine-protein kinase, catalytic domain
Cre07.g352000.t1.2	Cre07.g352000.t1.2; Cre07.g352075.t1.1	454; 428	Pfam	; 	; 	; 	; 
Cre07.g353500.t1.1	Cre07.g353500.t1.1; Cre08.g364400.t1.1	1393; 1379	Pfam	PF00847; PF00847	AP2 domain; AP2 domain	IPR001471; IPR001471	AP2/ERF domain; AP2/ERF domain
Cre07.g353600.t1.2	Cre07.g353600.t1.2; Cre03.g201552.t1.1	643; 613	Pfam	PF05548; PF05548	Gametolysin peptidase M11; Gametolysin peptidase M11	IPR008752; IPR008752	Peptidase M11, gametolysin; Peptidase M11, gametolysin
Cre07.g355150.t1.1	Cre07.g355150.t1.1; Cre13.g573950.t1.1	437; 409	Pfam	PF02535; PF02535	ZIP Zinc transporter; ZIP Zinc transporter	IPR003689; IPR003689	Zinc/iron permease; Zinc/iron permease
Cre07.g356000.t1.2	Cre07.g356000.t1.2; Cre04.g222200.t1.2	405; 389	Pfam	; 	; 	; 	; 
Cre07.g356970.t1.1	Cre07.g356970.t1.1; Cre09.g386500.t1.2	626; 612	Pfam	; 	; 	; 	; 
Cre07.g357200.t1.2	Cre07.g357200.t1.2; Cre06.g278185.t1.1	478; 479	Pfam	PF00984, PF03721, PF03720; PF00984, PF03720, PF03721	UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain; UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	IPR014026, IPR001732, IPR014027; IPR014026, IPR014027, IPR001732	UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal; UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal
Cre07.g357486.t1.2	Cre07.g357486.t1.2; Cre04.g220550.t1.2; Cre13.g565350.t1.2; Cre01.g057426.t1.1	99; 89; 87; 107	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358126.t1.1	Cre08.g358126.t1.1; Cre07.g357576.t1.1	70; 85	Pfam	; 	; 	; 	; 
Cre08.g358150.t1.2	Cre08.g358150.t1.2; Cre16.g688202.t1.1; Cre16.g688100.t1.2	206; 207; 207	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358450.t1.2	Cre08.g358450.t1.2; Cre02.g111250.t1.2	71; 70	Pfam	; 	; 	; 	; 
Cre08.g358500.t1.2	Cre08.g358500.t1.2; Cre08.g358582.t1.1; Cre15.g634900.t1.2; Cre15.g634913.t1.1	113; 120; 113; 140	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358545.t1.1	Cre17.g697850.t1.2; Cre08.g358545.t1.1	603; 603	Pfam	; 	; 	; 	; 
Cre08.g358583.t1.1	Cre08.g358583.t1.1; Cre08.g359400.t1.2	195; 199	Pfam	; 	; 	; 	; 
Cre08.g359133.t1.1	Cre08.g359133.t1.1; Cre03.g156476.t1.1; Cre03.g156450.t1.2	61; 55; 76	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g360200.t1.2	Cre08.g360200.t1.2; Cre17.g703800.t1.1	673; 671	Pfam	PF00474; PF00474	Sodium:solute symporter family; Sodium:solute symporter family	IPR001734; IPR001734	Sodium/solute symporter; Sodium/solute symporter
Cre08.g360500.t1.1	Cre08.g360500.t1.1; Cre08.g360564.t1.2	1235; 1217	Pfam	PF13967, PF02714, PF14703; PF02714, PF13967, PF14703	Late exocytosis, associated with Golgi transport, Calcium-dependent channel, 7TM region, putative phosphate, Cytosolic domain of 10TM putative phosphate transporter; Calcium-dependent channel, 7TM region, putative phosphate, Late exocytosis, associated with Golgi transport, Cytosolic domain of 10TM putative phosphate transporter	IPR032880, IPR003864, IPR027815; IPR003864, IPR032880, IPR027815	Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, Calcium-dependent channel, 7TM region, putative phosphate, 10TM putative phosphate transporter, cytosolic domain; Calcium-dependent channel, 7TM region, putative phosphate, Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, 10TM putative phosphate transporter, cytosolic domain
Cre08.g361950.t1.1	Cre08.g361950.t1.1; Cre08.g362050.t1.2; Cre08.g362100.t1.1	2885; 2855; 2849	Pfam	PF13426; PF13426; PF13426	PAS domain; PAS domain; PAS domain	IPR000014; IPR000014; IPR000014	PAS domain; PAS domain; PAS domain
Cre08.g363383.t1.1	Cre08.g363383.t1.1; Cre14.g632626.t1.1	76; 67	Pfam	; 	; 	; 	; 
Cre08.g364200.t1.1	Cre08.g364200.t1.1; Cre03.g199199.t1.1; Cre13.g576740.t1.1; Cre02.g114575.t1.1	201; 187; 215; 218	Pfam	PF07282; PF07282; PF07282; PF07282	Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain	IPR010095; IPR010095; IPR010095; IPR010095	Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal
Cre08.g364931.t1.1	Cre08.g364931.t1.1; Cre08.g365205.t2.1; Cre08.g365200.t1.2; Cre08.g365150.t1.2; Cre08.g365300.t1.2; Cre08.g365100.t1.1; Cre08.g365050.t1.2; Cre08.g364950.t2.1	542; 553; 553; 553; 553; 563; 553; 574	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g365900.t1.2	Cre08.g365900.t1.2; Cre08.g367500.t1.1; Cre08.g367400.t1.1	254; 260; 260	Pfam	PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
Cre08.g368026.t1.1	Cre12.g553552.t1.1; Cre11.g478982.t1.1; Cre08.g368026.t1.1; Cre06.g257476.t1.1	69; 69; 69; 68	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g368176.t1.1	Cre08.g368176.t1.1; Cre12.g559554.t1.1; Cre10.g417741.t1.1; Cre09.g386125.t1.1; Cre12.g499152.t1.1; Cre03.g159083.t1.2; Cre13.g573850.t1.1; Cre17.g692676.t1.1; Cre02.g119484.t1.2; Cre01.g058156.t1.1; Cre17.g742116.t1.1; Cre08.g370083.t1.1; Cre06.g302500.t1.2; Cre17.g734580.t2.1; Cre11.g467697.t1.1; Cre16.g675525.t1.1; Cre10.g465822.t1.2; Cre16.g666302.t1.2	108; 104; 87; 86; 116; 96; 85; 87; 101; 80; 91; 130; 119; 101; 148; 121; 168; 176	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; PF07282; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Putative transposase DNA-binding domain; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; IPR010095; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Transposase IS605, OrfB, C-terminal; 
Cre08.g368650.t1.2	Cre08.g368650.t1.2; Cre08.g369100.t1.2; Cre08.g369550.t1.2; Cre08.g369050.t1.2; Cre08.g371250.t1.1; Cre08.g371350.t1.2; Cre08.g370950.t1.2; Cre08.g371150.t1.2	120; 121; 120; 117; 115; 115; 115; 115	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g369451.t1.1	Cre08.g369451.t1.1; Cre09.g389097.t1.1; Cre06.g278207.t1.1	588; 596; 611	Pfam	PF00078; PF00078; PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase)	IPR000477; IPR000477; IPR000477	Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain
Cre08.g371801.t1.2	Cre08.g371801.t1.2; Cre02.g073826.t1.1	280; 299	Pfam	PF07282; 	Putative transposase DNA-binding domain; 	IPR010095; 	Transposase IS605, OrfB, C-terminal; 
Cre08.g371918.t1.1	Cre08.g371918.t1.1; Cre09.g392840.t1.1	75; 81	Pfam	; 	; 	; 	; 
Cre08.g372600.t1.2	Cre08.g372600.t1.2; Cre13.g603800.t1.1	677; 698	Pfam	; 	; 	; 	; 
Cre08.g373341.t1.1	Cre08.g373341.t1.1; Cre15.g643393.t1.1; Cre02.g142707.t1.1; Cre03.g143687.t1.1; Cre13.g593833.t1.1	63; 63; 63; 59; 63	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g373342.t1.1	Cre08.g373342.t1.1; Cre15.g643391.t1.1; Cre04.g217985.t1.1; Cre10.g445201.t3.1; Cre32.g758647.t1.1; Cre13.g595114.t1.1; Cre03.g143707.t1.1	103; 103; 103; 103; 110; 110; 110	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
Cre08.g373343.t1.1	Cre02.g142747.t1.1; Cre08.g373343.t1.1; Cre17.g711503.t1.1; Cre21.g751847.t1.1; Cre15.g643390.t1.1; Cre13.g596395.t1.1; Cre22.g753997.t1.1; Cre37.g759947.t1.1; Cre09.g399849.t1.1	63; 63; 72; 72; 72; 72; 63; 59; 60	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre08.g373345.t1.1	Cre23.g754797.t1.1; Cre08.g373345.t1.1; Cre08.g373370.t1.1	58; 58; 58	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373351.t1.1	Cre08.g373351.t1.1; Cre22.g753947.t1.1	152; 145	Pfam	; 	; 	; 	; 
Cre08.g373355.t1.1	Cre08.g373355.t1.1; Cre22.g753897.t1.1; Cre08.g373367.t1.1	225; 207; 239	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373357.t1.1	Cre08.g373357.t1.1; Cre22.g753747.t1.1; Cre22.g753797.t1.1	126; 142; 122	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373360.t1.1	Cre08.g373360.t1.1; Cre04.g217926.t1.1	263; 237	Pfam	; 	; 	; 	; 
Cre08.g373362.t1.1	Cre08.g373362.t1.1; Cre14.g622100.t1.2	508; 490	Pfam	; 	; 	; 	; 
Cre08.g373365.t1.1	Cre08.g373365.t1.1; Cre02.g142807.t1.1; Cre04.g217969.t1.1; Cre04.g212801.t1.1; Cre04.g224947.t1.1; Cre17.g702002.t1.1; Cre09.g402701.t1.1; Cre14.g622200.t1.2; Cre03.g198450.t1.2; Cre15.g642213.t1.1	439; 444; 444; 443; 443; 443; 443; 439; 443; 431	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
Cre08.g373373.t1.1	Cre08.g373373.t1.1; Cre12.g491950.t1.2; Cre22.g753597.t1.1; Cre23.g754447.t1.1; Cre12.g539141.t1.1; Cre09.g398983.t1.1; Cre04.g217988.t1.1; Cre10.g445371.t1.1	72; 72; 72; 72; 72; 72; 70; 70	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g373377.t1.1	Cre08.g373377.t1.1; Cre02.g141146.t1.1; Cre03.g208552.t1.1	75; 82; 78	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373400.t1.2	Cre08.g373400.t1.2; Cre05.g243601.t1.1; Cre03.g143727.t1.1; Cre05.g235228.t1.1	579; 599; 569; 557	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g373436.t1.1	Cre08.g373436.t1.1; Cre27.g757447.t1.1; Cre10.g445251.t1.1; Cre25.g756147.t1.1; Cre16.g668481.t1.1	156; 176; 159; 132; 132	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g374436.t1.2	Cre08.g374436.t1.2; Cre06.g297250.t1.1	284; 285	Pfam	; 	; 	; 	; 
Cre08.g375700.t1.1	Cre08.g375700.t1.1; Cre01.g016542.t1.1; Cre01.g055250.t1.2	365; 366; 372	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g376550.t1.2	Cre33.g759047.t1.1; Cre08.g376550.t1.2	106; 106	Pfam	PF03259; PF03259	Roadblock/LC7 domain; Roadblock/LC7 domain	IPR004942; IPR004942	Roadblock/LAMTOR2 domain; Roadblock/LAMTOR2 domain
Cre08.g379150.t1.2	Cre08.g379150.t1.2; Cre08.g379187.t1.1	405; 405	Pfam	; 	; 	; 	; 
Cre08.g380800.t2.1	Cre08.g380800.t2.1; Cre08.g380700.t1.2	158; 152	Pfam	; 	; 	; 	; 
Cre08.g380850.t1.2	Cre08.g380850.t1.2; Cre08.g381200.t1.1; Cre08.g381350.t1.2; Cre16.g655316.t1.1; Cre16.g655350.t1.1; Cre08.g381150.t1.2; Cre08.g381300.t1.2; Cre08.g381250.t1.2	459; 463; 436; 451; 448; 458; 440; 440	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g381100.t1.1	Cre08.g381100.t1.1; Cre16.g655283.t1.1	336; 360	Pfam	; 	; 	; 	; 
Cre08.g381600.t1.2	Cre08.g381600.t1.2; Cre16.g686700.t1.1	280; 288	Pfam	PF03330; PF03330	Lytic transglycolase; Lytic transglycolase	IPR009009; IPR009009	RlpA-like protein, double-psi beta-barrel domain; RlpA-like protein, double-psi beta-barrel domain
Cre08.g383400.t1.1	Cre08.g383400.t1.1; Cre08.g383600.t1.1	2127; 2097	Pfam	PF00530; PF00530	Scavenger receptor cysteine-rich domain; Scavenger receptor cysteine-rich domain	IPR001190; IPR001190	SRCR domain; SRCR domain
Cre08.g383950.t1.1	Cre08.g383950.t1.1; Cre08.g384100.t1.1	658; 659	Pfam	; 	; 	; 	; 
