Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre17.g733986.t1.2; Cre02.g074474.t1.1; Cre09.g390689.t1.1; Cre09.g397052.t1.1; Cre16.g683954.t1.1; Cre10.g417730.t2.1; Cre01.g038376.t1.1; Cre03.g161976.t1.1; Cre10.g417741.t1.1; Cre03.g146847.t1.1	79; 68; 59; 86; 76; 55; 150; 68; 94; 87; 67	Pfam	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; 
Cre07.g333640.t1.1	Cre07.g333640.t1.1; Cre05.g235102.t1.1	1564; 1617	Pfam	; PF00078, PF03372	; Reverse transcriptase (RNA-dependent DNA polymerase), Endonuclease/Exonuclease/phosphatase family	; IPR000477, IPR005135	; Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase
Cre07.g333711.t1.1	Cre01.g006301.t1.1; Cre07.g333711.t1.1; Cre08.g373348.t1.1	57; 57; 125	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g333746.t1.1	Cre07.g333746.t1.1; Cre12.g484834.t1.1	1047; 1017	Pfam	PF00628; 	PHD-finger; 	IPR019787; 	Zinc finger, PHD-finger; 
Cre07.g333781.t1.1	Cre07.g333781.t1.1; Cre08.g362036.t1.2; Cre03.g143707.t1.1	71; 98; 110	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g333816.t1.1	Cre07.g333816.t1.1; Cre21.g753097.t1.1; Cre27.g757397.t1.1	827; 811; 917	Pfam	PF00078; PF00078; PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase)	IPR000477; IPR000477; IPR000477	Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain
Cre07.g334776.t1.1	Cre07.g334776.t1.1; Cre09.g386125.t1.1; Cre10.g417741.t1.1; Cre11.g467697.t1.1; Cre12.g499152.t1.1; Cre11.g483301.t1.1; Cre01.g058156.t1.1; Cre13.g573850.t1.1; Cre12.g548702.t1.1; Cre17.g692676.t1.1; Cre12.g536776.t1.1; Cre17.g742116.t1.1; Cre02.g119484.t1.2; Cre16.g689766.t1.1; Cre12.g559554.t1.1; Cre03.g159083.t1.2; Cre17.g734580.t2.1; Cre06.g296912.t1.1; Cre10.g465822.t1.2; Cre08.g370083.t1.1; Cre09.g405105.t1.1; Cre06.g302500.t1.2; Cre03.g199199.t1.1; Cre16.g666302.t1.2; Cre13.g563876.t1.1; Cre03.g146847.t1.1; Cre02.g099452.t1.1; Cre06.g288900.t1.1; Cre03.g155976.t1.1; Cre13.g576740.t1.1; Cre16.g675525.t1.1	60; 86; 87; 148; 116; 57; 80; 85; 61; 87; 59; 91; 101; 98; 104; 96; 101; 226; 168; 130; 94; 119; 187; 176; 58; 67; 70; 70; 69; 215; 121	Pfam	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; PF07282; ; ; ; PF07282; ; ; ; ; ; ; PF07282; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Putative transposase DNA-binding domain; ; ; ; Putative transposase DNA-binding domain; ; ; ; ; ; ; Putative transposase DNA-binding domain; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; IPR010095; ; ; ; IPR010095; ; ; ; ; ; ; IPR010095; 	; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; Transposase IS605, OrfB, C-terminal; ; ; ; Transposase IS605, OrfB, C-terminal; ; ; ; ; ; ; Transposase IS605, OrfB, C-terminal; 
Cre07.g335451.t1.1	Cre07.g335451.t1.1; Cre13.g583861.t1.1; Cre12.g510751.t1.1; Cre01.g072027.t1.1; Cre14.g616501.t1.1; Cre09.g413566.t1.1	1034; 1082; 1082; 1074; 1126; 1011	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre07.g336150.t1.2	Cre07.g336150.t1.2; Cre07.g336550.t1.1	427; 485	Pfam	; 	; 	; 	; 
Cre07.g336300.t1.1	Cre07.g336300.t1.1; Cre12.g499150.t1.1; Cre14.g633250.t1.2	292; 269; 296	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g337200.t1.2	Cre07.g337200.t1.2; Cre09.g404850.t1.1	160; 190	Pfam	; 	; 	; 	; 
Cre07.g337900.t1.1	Cre07.g337900.t1.1; Cre07.g337914.t1.2; Cre07.g337950.t1.2	395; 495; 538	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g338700.t1.1	Cre07.g338700.t1.1; Cre07.g338800.t2.1	232; 187	Pfam	PF04676; PF04676	Protein similar to CwfJ C-terminus 2; Protein similar to CwfJ C-terminus 2	IPR006767; IPR006767	Cwf19-like protein, C-terminal domain-2; Cwf19-like protein, C-terminal domain-2
Cre07.g338750.t1.1	Cre07.g338750.t1.1; Cre07.g338850.t1.2	528; 524	Pfam	; 	; 	; 	; 
Cre07.g339150.t1.1	Cre07.g339150.t1.1; Cre17.g741450.t1.2	578; 582	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
Cre07.g339850.t1.1	Cre07.g339850.t1.1; Cre07.g339900.t1.1; Cre07.g340250.t1.1; Cre09.g388875.t1.1; Cre10.g462050.t1.1	777; 872; 920; 913; 912	Pfam	PF00069; PF00069; PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain	IPR000719; IPR000719; IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain; Protein kinase domain
Cre07.g339926.t1.1	Cre07.g339926.t1.1; Cre09.g386730.t1.1; Cre02.g127237.t1.1; Cre09.g416616.t1.1; Cre09.g386476.t1.1; Cre16.g692003.t1.1; Cre17.g697750.t1.2; Cre02.g143392.t1.2; Cre17.g703932.t1.2	124; 164; 206; 206; 147; 108; 185; 189; 77	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre07.g340850.t1.2	Cre07.g340850.t1.2; Cre01.g054250.t1.2	644; 707	Pfam	PF00067; PF00067	Cytochrome P450; Cytochrome P450	IPR001128; IPR001128	Cytochrome P450; Cytochrome P450
Cre07.g341554.t1.1	Cre07.g341554.t1.1; Cre10.g423083.t2.1; Cre11.g467714.t1.1; Cre16.g667353.t1.1	384; 392; 467; 408	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g341556.t1.1	Cre07.g341556.t1.1; Cre09.g391060.t1.1	71; 133	Pfam	; 	; 	; 	; 
Cre07.g341925.t1.2	Cre07.g341925.t1.2; Cre07.g341950.t1.1	1722; 1795	Pfam	; 	; 	; 	; 
Cre07.g342400.t1.2	Cre07.g342400.t1.2; Cre06.g302276.t1.1	68; 163	Pfam	; 	; 	; 	; 
Cre07.g342650.t1.1	Cre07.g342650.t1.1; Cre11.g468150.t1.1; Cre17.g739500.t1.1; Cre07.g343250.t1.1; Cre07.g327050.t1.2; Cre07.g343300.t1.1; Cre07.g343650.t1.1; Cre07.g343534.t1.1; Cre07.g343567.t1.1; Cre09.g401552.t1.1; Cre09.g401626.t1.1; Cre07.g343600.t1.1	1056; 1103; 1176; 1154; 1118; 1160; 1150; 1073; 1063; 1222; 1248; 993	Pfam	; PF01753; PF01753; ; ; ; ; ; ; PF01753; ; 	; MYND finger; MYND finger; ; ; ; ; ; ; MYND finger; ; 	; IPR002893; IPR002893; ; ; ; ; ; ; IPR002893; ; 	; Zinc finger, MYND-type; Zinc finger, MYND-type; ; ; ; ; ; ; Zinc finger, MYND-type; ; 
Cre07.g343500.t1.1	Cre07.g343500.t1.1; Cre09.g401404.t1.1	489; 390	Pfam	; PF01753	; MYND finger	; IPR002893	; Zinc finger, MYND-type
Cre07.g344172.t1.2	Cre07.g344172.t1.2; Cre07.g344186.t1.1	250; 328	Pfam	; 	; 	; 	; 
Cre07.g344400.t1.2	Cre07.g344400.t1.2; Cre07.g344550.t1.2	510; 514	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Cre07.g344500.t1.2	Cre07.g344500.t1.2; Cre13.g581000.t1.1; Cre13.g581050.t1.1	434; 414; 375	Pfam	PF05686; PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90; Glycosyl transferase family 90	IPR006598; IPR006598; IPR006598	Lipopolysaccharide-modifying protein; Lipopolysaccharide-modifying protein; Lipopolysaccharide-modifying protein
Cre07.g344771.t1.2	Cre07.g344771.t1.2; Cre07.g345250.t1.1	1078; 1112	Pfam	; 	; 	; 	; 
Cre07.g344800.t1.2	Cre07.g344800.t1.2; Cre12.g544111.t1.1; Cre10.g450700.t1.1; Cre01.g045400.t1.1; Cre02.g142400.t1.1; Cre01.g031550.t1.1	607; 646; 509; 702; 530; 669	Pfam	PF07282; PF07282; PF07282; PF07282; PF07282; PF00149, PF07282	Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Calcineurin-like phosphoesterase, Putative transposase DNA-binding domain	IPR010095; IPR010095; IPR010095; IPR010095; IPR010095; IPR004843, IPR010095	Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Calcineurin-like phosphoesterase domain, ApaH type, Transposase IS605, OrfB, C-terminal
Cre07.g345100.t1.2	Cre01.g003600.t1.2; Cre13.g585026.t1.1; Cre17.g742750.t1.2; Cre06.g292315.t1.1; Cre06.g254213.t1.1; Cre16.g660700.t1.2; Cre14.g608093.t1.2; Cre07.g345100.t1.2; Cre08.g380100.t1.2; Cre17.g719855.t1.1; Cre06.g301325.t1.1; Cre01.g020751.t1.2	105; 105; 105; 105; 105; 105; 105; 105; 105; 129; 129; 116	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
Cre07.g345550.t1.2	Cre07.g345550.t1.2; Cre17.g740100.t1.1; Cre14.g618800.t1.1	1384; 1396; 1432	Pfam	PF01753; PF01753; PF01753	MYND finger; MYND finger; MYND finger	IPR002893; IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g346050.t2.1	Cre07.g346050.t2.1; Cre12.g510050.t1.2	408; 405	Pfam	PF02915; PF02915	Rubrerythrin; Rubrerythrin	IPR003251; IPR003251	Rubrerythrin; Rubrerythrin
Cre07.g346200.t1.2	Cre07.g346200.t1.2; Cre13.g565270.t1.1; Cre02.g073350.t1.2; Cre02.g085350.t1.1	389; 389; 389; 385	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g346300.t1.2	Cre07.g346300.t1.2; Cre17.g740100.t1.1; Cre14.g618800.t1.1	1388; 1396; 1432	Pfam	PF01753; PF01753; PF01753	MYND finger; MYND finger; MYND finger	IPR002893; IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g346350.t1.2	Cre07.g346350.t1.2; Cre02.g127237.t1.1; Cre17.g747097.t1.1; Cre02.g100533.t1.1; Cre02.g134124.t1.1; Cre10.g417450.t1.1; Cre09.g390504.t1.1; Cre12.g490141.t1.1; Cre09.g416616.t1.1; Cre16.g686641.t1.1; Cre07.g317626.t1.1; Cre07.g356000.t1.2; Cre04.g222200.t1.2; Cre01.g040517.t1.1; Cre06.g250276.t1.1; Cre18.g748647.t1.1	266; 206; 308; 316; 315; 320; 288; 338; 206; 233; 318; 405; 389; 258; 282; 222	Pfam	PF00650; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	CRAL/TRIO domain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	IPR001251; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	CRAL-TRIO lipid binding domain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cre07.g346850.t1.2	Cre07.g346850.t1.2; Cre07.g346900.t1.1; Cre07.g346950.t1.1	238; 257; 238	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g346917.t1.1	Cre07.g346917.t1.1; Cre17.g734532.t1.1; Cre09.g391060.t1.1; Cre24.g755147.t1.1; Cre17.g704802.t1.1; Cre06.g263176.t1.1	83; 119; 133; 125; 116; 124	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre07.g347300.t1.1	Cre07.g347300.t1.1; Cre07.g347400.t1.2	627; 604	Pfam	PF01585, PF01590; PF01585	G-patch domain, GAF domain; G-patch domain	IPR000467, IPR003018; IPR000467	G-patch domain, GAF domain; G-patch domain
Cre07.g348010.t1.1	Cre07.g348010.t1.1; Cre03.g202650.t1.2	254; 284	Pfam	; 	; 	; 	; 
Cre07.g349966.t1.1	Cre07.g349966.t1.1; Cre07.g350050.t1.1	439; 496	Pfam	; 	; 	; 	; 
Cre07.g350200.t1.2	Cre07.g350200.t1.2; Cre07.g350250.t1.2; Cre07.g350300.t1.2	221; 245; 298	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g351900.t1.1	Cre07.g351900.t1.1; Cre07.g351825.t1.1	1251; 1278	Pfam	PF07714; PF07714	Protein tyrosine kinase; Protein tyrosine kinase	IPR001245; IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain; Serine-threonine/tyrosine-protein kinase, catalytic domain
Cre07.g352000.t1.2	Cre07.g352000.t1.2; Cre07.g352075.t1.1	454; 428	Pfam	; 	; 	; 	; 
Cre07.g353325.t1.1	Cre07.g353325.t1.1; Cre12.g523320.t2.1	137; 99	Pfam	; 	; 	; 	; 
Cre07.g353500.t1.1	Cre07.g353500.t1.1; Cre08.g364400.t1.1	1393; 1379	Pfam	PF00847; PF00847	AP2 domain; AP2 domain	IPR001471; IPR001471	AP2/ERF domain; AP2/ERF domain
Cre07.g353600.t1.2	Cre07.g353600.t1.2; Cre03.g201552.t1.1	643; 613	Pfam	PF05548; PF05548	Gametolysin peptidase M11; Gametolysin peptidase M11	IPR008752; IPR008752	Peptidase M11, gametolysin; Peptidase M11, gametolysin
Cre07.g354350.t1.1	Cre07.g354350.t1.1; Cre07.g354400.t1.1; Cre07.g354450.t1.2	552; 629; 492	Pfam	PF00067; PF00067; PF00067	Cytochrome P450; Cytochrome P450; Cytochrome P450	IPR001128; IPR001128; IPR001128	Cytochrome P450; Cytochrome P450; Cytochrome P450
Cre07.g355150.t1.1	Cre07.g355150.t1.1; Cre13.g573950.t1.1	437; 409	Pfam	PF02535; PF02535	ZIP Zinc transporter; ZIP Zinc transporter	IPR003689; IPR003689	Zinc/iron permease; Zinc/iron permease
Cre07.g356970.t1.1	Cre07.g356970.t1.1; Cre09.g386500.t1.2	626; 612	Pfam	; 	; 	; 	; 
Cre07.g357200.t1.2	Cre07.g357200.t1.2; Cre06.g278185.t1.1	478; 479	Pfam	PF00984, PF03721, PF03720; PF00984, PF03720, PF03721	UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain; UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	IPR014026, IPR001732, IPR014027; IPR014026, IPR014027, IPR001732	UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal; UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal
Cre07.g357486.t1.2	Cre07.g357486.t1.2; Cre04.g220550.t1.2; Cre13.g565350.t1.2; Cre01.g057426.t1.1	99; 89; 87; 107	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358100.t1.1	Cre08.g358100.t1.1; Cre01.g008950.t1.2	156; 217	Pfam	; 	; 	; 	; 
Cre08.g358126.t1.1	Cre08.g358126.t1.1; Cre07.g357576.t1.1; Cre12.g555152.t1.1; Cre12.g539076.t1.1	70; 85; 124; 120	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358150.t1.2	Cre08.g358150.t1.2; Cre16.g688202.t1.1; Cre16.g688100.t1.2	206; 207; 207	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358450.t1.2	Cre08.g358450.t1.2; Cre02.g111250.t1.2	71; 70	Pfam	; 	; 	; 	; 
Cre08.g358500.t1.2	Cre08.g358500.t1.2; Cre08.g358582.t1.1; Cre15.g634900.t1.2; Cre15.g634913.t1.1	113; 120; 113; 140	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358545.t1.1	Cre17.g697850.t1.2; Cre08.g358545.t1.1	603; 603	Pfam	; 	; 	; 	; 
Cre08.g358558.t1.1	Cre08.g358558.t1.1; Cre08.g358559.t1.1	62; 119	Pfam	; 	; 	; 	; 
Cre08.g358583.t1.1	Cre08.g358583.t1.1; Cre08.g359400.t1.2	195; 199	Pfam	; 	; 	; 	; 
Cre08.g359133.t1.1	Cre08.g359133.t1.1; Cre03.g156476.t1.1; Cre03.g156450.t1.2	61; 55; 76	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g360200.t1.2	Cre08.g360200.t1.2; Cre17.g703800.t1.1; Cre08.g360250.t1.2	673; 671; 722	Pfam	PF00474; PF00474; PF00474	Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family	IPR001734; IPR001734; IPR001734	Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter
Cre08.g360500.t1.1	Cre08.g360500.t1.1; Cre08.g360564.t1.2	1235; 1217	Pfam	PF13967, PF02714, PF14703; PF02714, PF13967, PF14703	Late exocytosis, associated with Golgi transport, Calcium-dependent channel, 7TM region, putative phosphate, Cytosolic domain of 10TM putative phosphate transporter; Calcium-dependent channel, 7TM region, putative phosphate, Late exocytosis, associated with Golgi transport, Cytosolic domain of 10TM putative phosphate transporter	IPR032880, IPR003864, IPR027815; IPR003864, IPR032880, IPR027815	Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, Calcium-dependent channel, 7TM region, putative phosphate, 10TM putative phosphate transporter, cytosolic domain; Calcium-dependent channel, 7TM region, putative phosphate, Calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain, 10TM putative phosphate transporter, cytosolic domain
