Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre17.g733986.t1.2; Cre09.g390689.t1.1; Cre16.g683954.t1.1; Cre10.g417730.t2.1; Cre01.g038376.t1.1; Cre03.g161976.t1.1	79; 68; 86; 55; 150; 68; 94	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
Cre07.g333781.t1.1	Cre07.g333781.t1.1; Cre08.g362036.t1.2	71; 98	Pfam	; 	; 	; 	; 
Cre07.g333816.t1.1	Cre07.g333816.t1.1; Cre21.g753097.t1.1; Cre27.g757397.t1.1	827; 811; 917	Pfam	PF00078; PF00078; PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase)	IPR000477; IPR000477; IPR000477	Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain
Cre07.g334776.t1.1	Cre07.g334776.t1.1; Cre09.g386125.t1.1; Cre11.g483301.t1.1; Cre17.g692676.t1.1; Cre12.g536776.t1.1; Cre16.g689766.t1.1; Cre10.g417741.t1.1; Cre13.g563876.t1.1; Cre13.g573850.t1.1; Cre01.g058156.t1.1; Cre12.g548702.t1.1; Cre17.g742116.t1.1; Cre02.g119484.t1.2	60; 86; 57; 87; 59; 98; 87; 58; 85; 80; 61; 91; 101	Pfam	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; ; 
Cre07.g335451.t1.1	Cre07.g335451.t1.1; Cre13.g583861.t1.1; Cre12.g510751.t1.1; Cre01.g072027.t1.1; Cre14.g616501.t1.1; Cre09.g413566.t1.1	1034; 1082; 1082; 1074; 1126; 1011	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre07.g336300.t1.1	Cre07.g336300.t1.1; Cre12.g499150.t1.1; Cre14.g633250.t1.2	292; 269; 296	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g336550.t1.1	Cre07.g336550.t1.1; Cre07.g336150.t1.2	485; 427	Pfam	; 	; 	; 	; 
Cre07.g337200.t1.2	Cre07.g337200.t1.2; Cre09.g404850.t1.1	160; 190	Pfam	; 	; 	; 	; 
Cre07.g337900.t1.1	Cre07.g337900.t1.1; Cre07.g337914.t1.2	395; 495	Pfam	; 	; 	; 	; 
Cre07.g338700.t1.1	Cre07.g338700.t1.1; Cre07.g338800.t2.1	232; 187	Pfam	PF04676; PF04676	Protein similar to CwfJ C-terminus 2; Protein similar to CwfJ C-terminus 2	IPR006767; IPR006767	Cwf19-like protein, C-terminal domain-2; Cwf19-like protein, C-terminal domain-2
Cre07.g338750.t1.1	Cre07.g338750.t1.1; Cre07.g338850.t1.2	528; 524	Pfam	; 	; 	; 	; 
Cre07.g339150.t1.1	Cre07.g339150.t1.1; Cre17.g741450.t1.2	578; 582	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
Cre07.g339926.t1.1	Cre07.g339926.t1.1; Cre09.g386730.t1.1; Cre02.g127237.t1.1; Cre09.g416616.t1.1; Cre09.g386476.t1.1; Cre16.g692003.t1.1; Cre17.g697750.t1.2; Cre02.g143392.t1.2; Cre17.g703932.t1.2	124; 164; 206; 206; 147; 108; 185; 189; 77	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre07.g341554.t1.1	Cre07.g341554.t1.1; Cre10.g423083.t2.1; Cre11.g467714.t1.1; Cre16.g667353.t1.1	384; 392; 467; 408	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g341556.t1.1	Cre07.g341556.t1.1; Cre09.g391060.t1.1	71; 133	Pfam	; 	; 	; 	; 
Cre07.g341925.t1.2	Cre07.g341925.t1.2; Cre07.g341950.t1.1	1722; 1795	Pfam	; 	; 	; 	; 
Cre07.g342400.t1.2	Cre07.g342400.t1.2; Cre06.g302276.t1.1	68; 163	Pfam	; 	; 	; 	; 
Cre07.g343250.t1.1	Cre07.g343250.t1.1; Cre07.g343300.t1.1	1154; 1160	Pfam	; 	; 	; 	; 
Cre07.g343534.t1.1	Cre07.g343534.t1.1; Cre07.g343567.t1.1; Cre07.g343600.t1.1	1073; 1063; 993	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g344400.t1.2	Cre07.g344400.t1.2; Cre07.g344550.t1.2	510; 514	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Cre07.g344800.t1.2	Cre07.g344800.t1.2; Cre12.g544111.t1.1; Cre10.g450700.t1.1; Cre01.g045400.t1.1; Cre02.g142400.t1.1; Cre01.g031550.t1.1	607; 646; 509; 702; 530; 669	Pfam	PF07282; PF07282; PF07282; PF07282; PF07282; PF00149, PF07282	Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; Calcineurin-like phosphoesterase, Putative transposase DNA-binding domain	IPR010095; IPR010095; IPR010095; IPR010095; IPR010095; IPR004843, IPR010095	Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; Calcineurin-like phosphoesterase domain, ApaH type, Transposase IS605, OrfB, C-terminal
Cre07.g345100.t1.2	Cre01.g003600.t1.2; Cre13.g585026.t1.1; Cre17.g742750.t1.2; Cre06.g292315.t1.1; Cre06.g254213.t1.1; Cre16.g660700.t1.2; Cre14.g608093.t1.2; Cre07.g345100.t1.2; Cre08.g380100.t1.2; Cre17.g719855.t1.1; Cre06.g301325.t1.1; Cre01.g020751.t1.2	105; 105; 105; 105; 105; 105; 105; 105; 105; 129; 129; 116	Pfam	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; ; ; 
Cre07.g346200.t1.2	Cre07.g346200.t1.2; Cre13.g565270.t1.1; Cre02.g073350.t1.2; Cre02.g085350.t1.1	389; 389; 389; 385	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g346350.t1.2	Cre07.g346350.t1.2; Cre02.g127237.t1.1; Cre17.g747097.t1.1; Cre02.g100533.t1.1; Cre02.g134124.t1.1; Cre10.g417450.t1.1; Cre09.g390504.t1.1; Cre12.g490141.t1.1; Cre09.g416616.t1.1; Cre16.g686641.t1.1; Cre07.g317626.t1.1; Cre07.g356000.t1.2; Cre04.g222200.t1.2; Cre01.g040517.t1.1; Cre06.g250276.t1.1; Cre18.g748647.t1.1	266; 206; 308; 316; 315; 320; 288; 338; 206; 233; 318; 405; 389; 258; 282; 222	Pfam	PF00650; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	CRAL/TRIO domain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	IPR001251; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 	CRAL-TRIO lipid binding domain; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Cre07.g346850.t1.2	Cre07.g346850.t1.2; Cre07.g346900.t1.1; Cre07.g346950.t1.1	238; 257; 238	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g346917.t1.1	Cre07.g346917.t1.1; Cre17.g734532.t1.1; Cre09.g391060.t1.1; Cre24.g755147.t1.1; Cre17.g704802.t1.1; Cre06.g263176.t1.1	83; 119; 133; 125; 116; 124	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre07.g347300.t1.1	Cre07.g347300.t1.1; Cre07.g347400.t1.2	627; 604	Pfam	PF01585, PF01590; PF01585	G-patch domain, GAF domain; G-patch domain	IPR000467, IPR003018; IPR000467	G-patch domain, GAF domain; G-patch domain
Cre07.g348010.t1.1	Cre07.g348010.t1.1; Cre03.g202650.t1.2	254; 284	Pfam	; 	; 	; 	; 
Cre07.g349966.t1.1	Cre07.g349966.t1.1; Cre07.g350050.t1.1	439; 496	Pfam	; 	; 	; 	; 
Cre07.g350200.t1.2	Cre07.g350200.t1.2; Cre07.g350250.t1.2; Cre07.g350300.t1.2	221; 245; 298	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g352000.t1.2	Cre07.g352000.t1.2; Cre07.g352075.t1.1	454; 428	Pfam	; 	; 	; 	; 
Cre07.g353325.t1.1	Cre07.g353325.t1.1; Cre12.g523320.t2.1	137; 99	Pfam	; 	; 	; 	; 
Cre07.g353500.t1.1	Cre07.g353500.t1.1; Cre08.g364400.t1.1	1393; 1379	Pfam	PF00847; PF00847	AP2 domain; AP2 domain	IPR001471; IPR001471	AP2/ERF domain; AP2/ERF domain
Cre07.g354350.t1.1	Cre07.g354350.t1.1; Cre07.g354400.t1.1; Cre07.g354450.t1.2	552; 629; 492	Pfam	PF00067; PF00067; PF00067	Cytochrome P450; Cytochrome P450; Cytochrome P450	IPR001128; IPR001128; IPR001128	Cytochrome P450; Cytochrome P450; Cytochrome P450
Cre07.g356970.t1.1	Cre07.g356970.t1.1; Cre09.g386500.t1.2	626; 612	Pfam	; 	; 	; 	; 
Cre07.g357200.t1.2	Cre07.g357200.t1.2; Cre06.g278185.t1.1	478; 479	Pfam	PF00984, PF03721, PF03720; PF00984, PF03720, PF03721	UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain; UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	IPR014026, IPR001732, IPR014027; IPR014026, IPR014027, IPR001732	UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal; UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal
Cre07.g357486.t1.2	Cre07.g357486.t1.2; Cre04.g220550.t1.2; Cre01.g057426.t1.1	99; 89; 107	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358100.t1.1	Cre08.g358100.t1.1; Cre01.g008950.t1.2	156; 217	Pfam	; 	; 	; 	; 
Cre08.g358150.t1.2	Cre08.g358150.t1.2; Cre16.g688202.t1.1; Cre16.g688100.t1.2	206; 207; 207	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358450.t1.2	Cre08.g358450.t1.2; Cre02.g111250.t1.2	71; 70	Pfam	; 	; 	; 	; 
Cre08.g358500.t1.2	Cre08.g358500.t1.2; Cre08.g358582.t1.1; Cre15.g634900.t1.2; Cre15.g634913.t1.1	113; 120; 113; 140	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g358545.t1.1	Cre17.g697850.t1.2; Cre08.g358545.t1.1	603; 603	Pfam	; 	; 	; 	; 
Cre08.g358583.t1.1	Cre08.g358583.t1.1; Cre08.g359400.t1.2	195; 199	Pfam	; 	; 	; 	; 
Cre08.g359133.t1.1	Cre08.g359133.t1.1; Cre03.g156476.t1.1; Cre03.g156450.t1.2	61; 55; 76	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g360200.t1.2	Cre08.g360200.t1.2; Cre17.g703800.t1.1; Cre08.g360250.t1.2	673; 671; 722	Pfam	PF00474; PF00474; PF00474	Sodium:solute symporter family; Sodium:solute symporter family; Sodium:solute symporter family	IPR001734; IPR001734; IPR001734	Sodium/solute symporter; Sodium/solute symporter; Sodium/solute symporter
Cre08.g361950.t1.1	Cre08.g361950.t1.1; Cre08.g362050.t1.2; Cre08.g362150.t1.1; Cre08.g362100.t1.1	2885; 2855; 2812; 2849	Pfam	PF13426; PF13426; PF13426; PF13426	PAS domain; PAS domain; PAS domain; PAS domain	IPR000014; IPR000014; IPR000014; IPR000014	PAS domain; PAS domain; PAS domain; PAS domain
Cre08.g363150.t1.2	Cre08.g363150.t1.2; Cre08.g363100.t1.1	1743; 1839	Pfam	PF01607; PF01607	Chitin binding Peritrophin-A domain; Chitin binding Peritrophin-A domain	IPR002557; IPR002557	Chitin binding domain; Chitin binding domain
Cre08.g363383.t1.1	Cre08.g363383.t1.1; Cre14.g632626.t1.1	76; 67	Pfam	; 	; 	; 	; 
Cre08.g364200.t1.1	Cre08.g364200.t1.1; Cre02.g114575.t1.1; Cre06.g306014.t1.1; Cre10.g433866.t1.1	201; 218; 164; 160	Pfam	PF07282; PF07282; ; 	Putative transposase DNA-binding domain; Putative transposase DNA-binding domain; ; 	IPR010095; IPR010095; ; 	Transposase IS605, OrfB, C-terminal; Transposase IS605, OrfB, C-terminal; ; 
Cre08.g364931.t1.1	Cre08.g364950.t2.1; Cre08.g364931.t1.1; Cre08.g365205.t2.1; Cre08.g365200.t1.2; Cre08.g365150.t1.2; Cre08.g365300.t1.2; Cre08.g365100.t1.1; Cre08.g365050.t1.2; Cre08.g365103.t1.1	574; 542; 553; 553; 553; 553; 563; 553; 504	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre08.g365065.t2.1	Cre08.g365065.t2.1; Cre08.g365204.t1.1; Cre08.g365141.t1.1	212; 169; 242	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g365750.t1.1	Cre08.g365750.t1.1; Cre08.g371800.t1.2	588; 555	Pfam	; 	; 	; 	; 
Cre08.g365900.t1.2	Cre08.g365900.t1.2; Cre08.g367500.t1.1; Cre08.g367400.t1.1	254; 260; 260	Pfam	PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
Cre08.g366450.t1.2	Cre08.g366450.t1.2; Cre08.g366500.t1.2	693; 633	Pfam	; 	; 	; 	; 
Cre08.g368026.t1.1	Cre12.g553552.t1.1; Cre11.g478982.t1.1; Cre08.g368026.t1.1; Cre06.g257476.t1.1	69; 69; 69; 68	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g368176.t1.1	Cre08.g368176.t1.1; Cre03.g159083.t1.2; Cre02.g119484.t1.2	108; 96; 101	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g368650.t1.2	Cre08.g368650.t1.2; Cre08.g369100.t1.2; Cre08.g369550.t1.2; Cre08.g369050.t1.2; Cre08.g371250.t1.1; Cre08.g371350.t1.2; Cre08.g371150.t1.2; Cre08.g370950.t1.2	120; 121; 120; 117; 115; 115; 115; 115	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g369451.t1.1	Cre08.g369451.t1.1; Cre09.g389097.t1.1; Cre06.g278207.t1.1	588; 596; 611	Pfam	PF00078; PF00078; PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase)	IPR000477; IPR000477; IPR000477	Reverse transcriptase domain; Reverse transcriptase domain; Reverse transcriptase domain
Cre08.g369700.t1.2	Cre08.g369700.t1.2; Cre08.g369900.t1.2	641; 595	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
Cre08.g370000.t1.1	Cre08.g370000.t1.1; Cre08.g370150.t1.1; Cre08.g370750.t1.1	2254; 2158; 2223	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g371879.t1.1	Cre08.g371879.t1.1; Cre12.g545704.t1.1	182; 231	Pfam	; 	; 	; 	; 
Cre08.g372600.t1.2	Cre08.g372600.t1.2; Cre08.g372716.t1.2	677; 599	Pfam	; 	; 	; 	; 
Cre08.g373341.t1.1	Cre08.g373341.t1.1; Cre15.g643393.t1.1; Cre02.g142707.t1.1; Cre03.g143687.t1.1; Cre13.g593833.t1.1	63; 63; 63; 59; 63	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g373342.t1.1	Cre08.g373342.t1.1; Cre15.g643391.t1.1; Cre04.g217985.t1.1; Cre10.g445201.t3.1; Cre32.g758647.t1.1; Cre03.g143707.t1.1	103; 103; 103; 103; 110; 110	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre08.g373343.t1.1	Cre02.g142747.t1.1; Cre08.g373343.t1.1; Cre17.g711503.t1.1; Cre21.g751847.t1.1; Cre15.g643390.t1.1; Cre13.g596395.t1.1; Cre22.g753997.t1.1; Cre37.g759947.t1.1; Cre09.g399849.t1.1	63; 63; 72; 72; 72; 72; 63; 59; 60	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre08.g373345.t1.1	Cre23.g754797.t1.1; Cre08.g373345.t1.1; Cre08.g373370.t1.1	58; 58; 58	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373351.t1.1	Cre08.g373351.t1.1; Cre22.g753947.t1.1	152; 145	Pfam	; 	; 	; 	; 
Cre08.g373353.t1.1	Cre08.g373353.t1.1; Cre22.g753497.t1.1	395; 336	Pfam	; 	; 	; 	; 
Cre08.g373354.t1.1	Cre08.g373354.t1.1; Cre14.g612400.t1.1; Cre23.g754497.t1.1; Cre08.g373361.t1.1; Cre02.g142326.t1.1	947; 997; 860; 816; 775	Pfam	PF18758; PF18758; PF18758; PF18758; PF18758	Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase; Kyakuja-Dileera-Zisupton transposase	; ; ; ; 	; ; ; ; 
Cre08.g373355.t1.1	Cre08.g373355.t1.1; Cre22.g753897.t1.1; Cre08.g373367.t1.1	225; 207; 239	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373357.t1.1	Cre08.g373357.t1.1; Cre22.g753747.t1.1; Cre22.g753797.t1.1	126; 142; 122	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373360.t1.1	Cre08.g373360.t1.1; Cre16.g679152.t1.1; Cre04.g217926.t1.1	263; 202; 237	Pfam	; ; 	; ; 	; ; 	; ; 
