Cre07.g312002.t1.1	Cre07.g312002.t1.1; Cre09.g390689.t1.1; Cre09.g397052.t1.1; Cre01.g034875.t1.1; Cre10.g417741.t1.1	79; 86; 76; 74; 87	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre07.g325740.t1.1	Cre07.g325740.t1.1; Cre07.g325741.t1.1	653; 653	Pfam	PF01384; PF01384	Phosphate transporter family; Phosphate transporter family	IPR001204; IPR001204	Phosphate transporter; Phosphate transporter
Cre07.g327333.t1.1	Cre07.g327333.t1.1; Cre09.g390689.t1.1	92; 86	Pfam	; 	; 	; 	; 
Cre07.g327800.t1.1	Cre07.g327800.t1.1; Cre12.g530900.t1.2	630; 631	Pfam	PF00005, PF01061; PF00005, PF01061	ABC transporter, ABC-2 type transporter; ABC transporter, ABC-2 type transporter	IPR003439, IPR013525; IPR003439, IPR013525	ABC transporter-like, ABC-2 type transporter; ABC transporter-like, ABC-2 type transporter
Cre07.g329200.t1.2	Cre07.g329200.t1.2; Cre07.g329233.t1.1; Cre07.g329217.t1.1	77; 77; 77	Pfam	PF07717; PF07717; PF07717	Oligonucleotide/oligosaccharide-binding (OB)-fold; Oligonucleotide/oligosaccharide-binding (OB)-fold; Oligonucleotide/oligosaccharide-binding (OB)-fold	IPR011709; IPR011709; IPR011709	Domain of unknown function DUF1605; Domain of unknown function DUF1605; Domain of unknown function DUF1605
Cre07.g331600.t1.2	Cre07.g331600.t1.2; Cre01.g016700.t1.1	349; 344	Pfam	; 	; 	; 	; 
Cre07.g333711.t1.1	Cre01.g006301.t1.1; Cre07.g333711.t1.1	57; 57	Pfam	; 	; 	; 	; 
Cre07.g334776.t1.1	Cre07.g334776.t1.1; Cre03.g146847.t1.1; Cre11.g483301.t1.1; Cre12.g548702.t1.1; Cre12.g536776.t1.1; Cre03.g155976.t1.1; Cre02.g099452.t1.1; Cre06.g288900.t1.1; Cre13.g563876.t1.1	60; 67; 57; 61; 59; 69; 70; 70; 58	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre07.g335500.t1.1	Cre07.g335500.t1.1; Cre01.g028400.t1.1	1388; 1378	Pfam	; 	; 	; 	; 
Cre07.g336300.t1.1	Cre07.g336300.t1.1; Cre14.g633250.t1.2	292; 296	Pfam	; 	; 	; 	; 
Cre07.g337200.t1.2	Cre07.g337200.t1.2; Cre08.g358100.t1.1	160; 156	Pfam	; 	; 	; 	; 
Cre07.g337250.t1.2	Cre07.g337250.t1.2; Cre09.g401552.t1.1	1223; 1222	Pfam	PF01753; PF01753	MYND finger; MYND finger	IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g338750.t1.1	Cre07.g338750.t1.1; Cre07.g338850.t1.2	528; 524	Pfam	; 	; 	; 	; 
Cre07.g339150.t1.1	Cre07.g339150.t1.1; Cre17.g741450.t1.2	578; 582	Pfam	PF00118; PF00118	TCP-1/cpn60 chaperonin family; TCP-1/cpn60 chaperonin family	IPR002423; IPR002423	Chaperonin Cpn60/TCP-1 family; Chaperonin Cpn60/TCP-1 family
Cre07.g340250.t1.1	Cre07.g340250.t1.1; Cre10.g462050.t1.1; Cre09.g388875.t1.1	920; 912; 913	Pfam	PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain	IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain
Cre07.g341554.t1.1	Cre07.g341554.t1.1; Cre10.g423083.t2.1	384; 392	Pfam	; 	; 	; 	; 
Cre07.g343250.t1.1	Cre07.g343250.t1.1; Cre07.g343300.t1.1; Cre07.g343650.t1.1	1154; 1160; 1150	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g343534.t1.1	Cre07.g343534.t1.1; Cre07.g343567.t1.1; Cre07.g344771.t1.2	1073; 1063; 1078	Pfam	; ; 	; ; 	; ; 	; ; 
Cre07.g344260.t1.2	Cre07.g344260.t1.2; Cre10.g466900.t1.2	199; 195	Pfam	; 	; 	; 	; 
Cre07.g344400.t1.2	Cre07.g344400.t1.2; Cre07.g344550.t1.2	510; 514	Pfam	PF00389, PF02826; PF02826, PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	IPR006139, IPR006140; IPR006140, IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain, D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain; D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain, D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
Cre07.g344500.t1.2	Cre07.g344500.t1.2; Cre13.g580950.t1.1	434; 441	Pfam	PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90	IPR006598; IPR006598	Lipopolysaccharide-modifying protein; Lipopolysaccharide-modifying protein
Cre07.g345100.t1.2	Cre01.g003600.t1.2; Cre13.g585026.t1.1; Cre17.g742750.t1.2; Cre06.g292315.t1.1; Cre06.g254213.t1.1; Cre16.g660700.t1.2; Cre14.g608093.t1.2; Cre07.g345100.t1.2; Cre08.g380100.t1.2	105; 105; 105; 105; 105; 105; 105; 105; 105	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre07.g345550.t1.2	Cre07.g345550.t1.2; Cre07.g346300.t1.2; Cre14.g630600.t1.1; Cre17.g740100.t1.1	1384; 1388; 1393; 1396	Pfam	PF01753; PF01753; PF01753; PF01753	MYND finger; MYND finger; MYND finger; MYND finger	IPR002893; IPR002893; IPR002893; IPR002893	Zinc finger, MYND-type; Zinc finger, MYND-type; Zinc finger, MYND-type; Zinc finger, MYND-type
Cre07.g346050.t2.1	Cre07.g346050.t2.1; Cre12.g510050.t1.2	408; 405	Pfam	PF02915; PF02915	Rubrerythrin; Rubrerythrin	IPR003251; IPR003251	Rubrerythrin; Rubrerythrin
Cre07.g346200.t1.2	Cre07.g346200.t1.2; Cre13.g565270.t1.1; Cre02.g073350.t1.2; Cre02.g085350.t1.1	389; 389; 389; 385	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre07.g346850.t1.2	Cre07.g346850.t1.2; Cre07.g346950.t1.1	238; 238	Pfam	; 	; 	; 	; 
Cre07.g352250.t1.1	Cre07.g352250.t1.1; Cre11.g467607.t1.1	623; 621	Pfam	PF17667; 	Fungal protein kinase; 	; 	; 
Cre07.g357200.t1.2	Cre07.g357200.t1.2; Cre06.g278185.t1.1	478; 479	Pfam	PF00984, PF03721, PF03720; PF00984, PF03720, PF03721	UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain; UDP-glucose/GDP-mannose dehydrogenase family, central domain, UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain, UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain	IPR014026, IPR001732, IPR014027; IPR014026, IPR014027, IPR001732	UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, N-terminal, UDP-glucose/GDP-mannose dehydrogenase, C-terminal; UDP-glucose/GDP-mannose dehydrogenase, dimerisation, UDP-glucose/GDP-mannose dehydrogenase, C-terminal, UDP-glucose/GDP-mannose dehydrogenase, N-terminal
Cre07.g357486.t1.2	Cre07.g357486.t1.2; Cre04.g220550.t1.2; Cre01.g057426.t1.1	99; 89; 107	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358150.t1.2	Cre08.g358150.t1.2; Cre16.g688202.t1.1; Cre16.g688100.t1.2	206; 207; 207	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358450.t1.2	Cre08.g358450.t1.2; Cre02.g111250.t1.2	71; 70	Pfam	; 	; 	; 	; 
Cre08.g358500.t1.2	Cre08.g358500.t1.2; Cre08.g358582.t1.1; Cre15.g634900.t1.2	113; 120; 113	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g358545.t1.1	Cre17.g697850.t1.2; Cre08.g358545.t1.1	603; 603	Pfam	; 	; 	; 	; 
Cre08.g358583.t1.1	Cre08.g358583.t1.1; Cre08.g359400.t1.2	195; 199	Pfam	; 	; 	; 	; 
Cre08.g359133.t1.1	Cre08.g359133.t1.1; Cre03.g156476.t1.1	61; 55	Pfam	; 	; 	; 	; 
Cre08.g360200.t1.2	Cre08.g360200.t1.2; Cre17.g703800.t1.1	673; 671	Pfam	PF00474; PF00474	Sodium:solute symporter family; Sodium:solute symporter family	IPR001734; IPR001734	Sodium/solute symporter; Sodium/solute symporter
Cre08.g362050.t1.2	Cre08.g362050.t1.2; Cre08.g362100.t1.1	2855; 2849	Pfam	PF13426; PF13426	PAS domain; PAS domain	IPR000014; IPR000014	PAS domain; PAS domain
Cre08.g363383.t1.1	Cre08.g363383.t1.1; Cre14.g632626.t1.1	76; 67	Pfam	; 	; 	; 	; 
Cre08.g365050.t1.2	Cre08.g365050.t1.2; Cre08.g365100.t1.1; Cre08.g365150.t1.2; Cre08.g365200.t1.2; Cre08.g365300.t1.2; Cre08.g365205.t2.1	553; 563; 553; 553; 553; 553	Pfam	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 	; ; ; ; ; 
Cre08.g365900.t1.2	Cre08.g365900.t1.2; Cre08.g367500.t1.1; Cre08.g367400.t1.1	254; 260; 260	Pfam	PF00504; PF00504; PF00504	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein	IPR022796; IPR022796; IPR022796	Chlorophyll A-B binding protein; Chlorophyll A-B binding protein; Chlorophyll A-B binding protein
Cre08.g368026.t1.1	Cre12.g553552.t1.1; Cre11.g478982.t1.1; Cre08.g368026.t1.1; Cre06.g257476.t1.1	69; 69; 69; 68	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g368176.t1.1	Cre08.g368176.t1.1; Cre12.g559554.t1.1; Cre12.g499152.t1.1; Cre02.g119484.t1.2; Cre17.g734580.t2.1	108; 104; 116; 101; 101	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g368650.t1.2	Cre08.g368650.t1.2; Cre08.g369100.t1.2; Cre08.g369550.t1.2; Cre08.g369050.t1.2; Cre08.g371250.t1.1; Cre08.g371350.t1.2; Cre08.g370950.t1.2; Cre08.g371150.t1.2	120; 121; 120; 117; 115; 115; 115; 115	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g369451.t1.1	Cre08.g369451.t1.1; Cre09.g389097.t1.1	588; 596	Pfam	PF00078; PF00078	Reverse transcriptase (RNA-dependent DNA polymerase); Reverse transcriptase (RNA-dependent DNA polymerase)	IPR000477; IPR000477	Reverse transcriptase domain; Reverse transcriptase domain
Cre08.g370083.t1.1	Cre08.g370083.t1.1; Cre16.g675525.t1.1	130; 121	Pfam	; 	; 	; 	; 
Cre08.g371918.t1.1	Cre08.g371918.t1.1; Cre09.g392840.t1.1	75; 81	Pfam	; 	; 	; 	; 
Cre08.g372100.t1.2	Cre08.g372100.t1.2; Cre02.g080700.t1.2	652; 657	Pfam	PF00012; PF00012	Hsp70 protein; Hsp70 protein	IPR013126; IPR013126	Heat shock protein 70 family; Heat shock protein 70 family
Cre08.g373300.t1.1	Cre08.g373300.t1.1; Cre03.g159150.t1.1	948; 953	Pfam	PF00069; PF07714	Protein kinase domain; Protein tyrosine kinase	IPR000719; IPR001245	Protein kinase domain; Serine-threonine/tyrosine-protein kinase, catalytic domain
Cre08.g373341.t1.1	Cre08.g373341.t1.1; Cre15.g643393.t1.1; Cre02.g142707.t1.1; Cre03.g143687.t1.1; Cre13.g593833.t1.1	63; 63; 63; 59; 63	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g373342.t1.1	Cre08.g373342.t1.1; Cre15.g643391.t1.1; Cre04.g217985.t1.1; Cre10.g445201.t3.1; Cre32.g758647.t1.1; Cre13.g595114.t1.1; Cre03.g143707.t1.1	103; 103; 103; 103; 110; 110; 110	Pfam	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 	; ; ; ; ; ; 
Cre08.g373343.t1.1	Cre02.g142747.t1.1; Cre08.g373343.t1.1; Cre17.g711503.t1.1; Cre21.g751847.t1.1; Cre15.g643390.t1.1; Cre13.g596395.t1.1; Cre22.g753997.t1.1; Cre37.g759947.t1.1; Cre09.g399849.t1.1	63; 63; 72; 72; 72; 72; 63; 59; 60	Pfam	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; 
Cre08.g373345.t1.1	Cre23.g754797.t1.1; Cre08.g373345.t1.1; Cre08.g373370.t1.1	58; 58; 58	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373351.t1.1	Cre08.g373351.t1.1; Cre22.g753947.t1.1	152; 145	Pfam	; 	; 	; 	; 
Cre08.g373357.t1.1	Cre08.g373357.t1.1; Cre22.g753797.t1.1	126; 122	Pfam	; 	; 	; 	; 
Cre08.g373365.t1.1	Cre08.g373365.t1.1; Cre02.g142807.t1.1; Cre04.g217969.t1.1; Cre04.g212801.t1.1; Cre04.g224947.t1.1; Cre17.g702002.t1.1; Cre09.g402701.t1.1; Cre14.g622200.t1.2; Cre03.g198450.t1.2; Cre15.g642213.t1.1	439; 444; 444; 443; 443; 443; 443; 439; 443; 431	Pfam	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 	; ; ; ; ; ; ; ; ; 
Cre08.g373373.t1.1	Cre08.g373373.t1.1; Cre12.g491950.t1.2; Cre22.g753597.t1.1; Cre23.g754447.t1.1; Cre12.g539141.t1.1; Cre09.g398983.t1.1; Cre04.g217988.t1.1; Cre10.g445371.t1.1	72; 72; 72; 72; 72; 72; 70; 70	Pfam	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 	; ; ; ; ; ; ; 
Cre08.g373377.t1.1	Cre08.g373377.t1.1; Cre02.g141146.t1.1; Cre03.g208552.t1.1	75; 82; 78	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g373400.t1.2	Cre08.g373400.t1.2; Cre03.g143727.t1.1	579; 569	Pfam	; 	; 	; 	; 
Cre08.g373436.t1.1	Cre08.g373436.t1.1; Cre10.g445251.t1.1	156; 159	Pfam	; 	; 	; 	; 
Cre08.g374436.t1.2	Cre08.g374436.t1.2; Cre06.g297250.t1.1	284; 285	Pfam	; 	; 	; 	; 
Cre08.g374600.t1.1	Cre08.g374600.t1.1; Cre09.g401034.t1.1	815; 809	Pfam	; 	; 	; 	; 
Cre08.g375700.t1.1	Cre08.g375700.t1.1; Cre01.g016542.t1.1; Cre01.g055250.t1.2	365; 366; 372	Pfam	; ; 	; ; 	; ; 	; ; 
Cre08.g376550.t1.2	Cre33.g759047.t1.1; Cre08.g376550.t1.2	106; 106	Pfam	PF03259; PF03259	Roadblock/LC7 domain; Roadblock/LC7 domain	IPR004942; IPR004942	Roadblock/LAMTOR2 domain; Roadblock/LAMTOR2 domain
Cre08.g379150.t1.2	Cre08.g379150.t1.2; Cre08.g379187.t1.1	405; 405	Pfam	; 	; 	; 	; 
Cre08.g380700.t1.2	Cre08.g380700.t1.2; Cre08.g380800.t2.1	152; 158	Pfam	; 	; 	; 	; 
Cre08.g380850.t1.2	Cre08.g380850.t1.2; Cre08.g381200.t1.1; Cre16.g655316.t1.1; Cre08.g381150.t1.2; Cre16.g655350.t1.1	459; 463; 451; 458; 448	Pfam	; ; ; ; 	; ; ; ; 	; ; ; ; 	; ; ; ; 
Cre08.g381250.t1.2	Cre08.g381250.t1.2; Cre08.g381300.t1.2; Cre08.g381350.t1.2; Cre16.g655350.t1.1	440; 440; 436; 448	Pfam	; ; ; 	; ; ; 	; ; ; 	; ; ; 
Cre08.g381550.t1.2	Cre08.g381550.t1.2; Cre08.g381600.t1.2; Cre16.g686700.t1.1	274; 280; 288	Pfam	PF03330; PF03330; PF03330	Lytic transglycolase; Lytic transglycolase; Lytic transglycolase	IPR009009; IPR009009; IPR009009	RlpA-like protein, double-psi beta-barrel domain; RlpA-like protein, double-psi beta-barrel domain; RlpA-like protein, double-psi beta-barrel domain
Cre08.g383950.t1.1	Cre08.g383950.t1.1; Cre08.g384100.t1.1	658; 659	Pfam	; 	; 	; 	; 
Cre11.g467588.t1.1	Cre11.g467588.t1.1; Cre11.g467589.t1.1; Cre17.g713750.t1.2	667; 667; 674	Pfam	PF00069; PF00069; PF00069	Protein kinase domain; Protein kinase domain; Protein kinase domain	IPR000719; IPR000719; IPR000719	Protein kinase domain; Protein kinase domain; Protein kinase domain
Cre11.g467593.t1.1	Cre11.g467593.t1.1; Cre11.g467601.t1.1; Cre11.g467594.t1.1; Cre11.g467599.t1.1	220; 226; 218; 217	Pfam	PF00168; PF00168; PF00168; PF00168	C2 domain; C2 domain; C2 domain; C2 domain	IPR000008; IPR000008; IPR000008; IPR000008	C2 domain; C2 domain; C2 domain; C2 domain
Cre11.g467603.t1.1	Cre11.g467603.t1.1; Cre17.g745847.t1.1	139; 132	Pfam	; 	; 	; 	; 
Cre11.g467642.t1.1	Cre11.g467642.t1.1; Cre11.g467638.t1.1	344; 348	Pfam	; 	; 	; 	; 
Cre11.g467666.t1.1	Cre11.g467666.t1.1; Cre11.g467670.t2.1	480; 475	Pfam	PF05686; PF05686	Glycosyl transferase family 90; Glycosyl transferase family 90	IPR006598; IPR006598	Lipopolysaccharide-modifying protein; Lipopolysaccharide-modifying protein
Cre11.g467673.t1.1	Cre11.g467673.t1.1; Cre13.g567400.t1.1	1437; 1444	Pfam	PF00233; PF00233, PF03924	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, CHASE domain	IPR002073; IPR002073, IPR006189	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain, CHASE domain
Cre11.g467692.t1.1	Cre11.g467692.t1.1; Cre11.g467693.t1.1	578; 571	Pfam	PF07466; PF07466	Protein of unknown function (DUF1517); Protein of unknown function (DUF1517)	IPR010903; IPR010903	Protein of unknown function DUF1517; Protein of unknown function DUF1517
Cre11.g467695.t1.1	Cre11.g467695.t1.1; Cre12.g492500.t1.1	416; 409	Pfam	; 	; 	; 	; 
Cre11.g467715.t1.1	Cre12.g507556.t1.1; Cre11.g467715.t1.1	645; 645	Pfam	; 	; 	; 	; 
Cre11.g467717.t1.1	Cre12.g507558.t1.1; Cre11.g467717.t1.1	331; 331	Pfam	PF00795; PF00795	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase	IPR003010; IPR003010	Carbon-nitrogen hydrolase; Carbon-nitrogen hydrolase
Cre11.g467718.t1.1	Cre12.g507559.t1.1; Cre11.g467718.t1.1	319; 319	Pfam	PF07743; PF07743	HSCB C-terminal oligomerisation domain; HSCB C-terminal oligomerisation domain	IPR009073; IPR009073	Co-chaperone HscB, C-terminal oligomerisation domain; Co-chaperone HscB, C-terminal oligomerisation domain
Cre11.g467764.t1.1	Cre04.g229518.t1.2; Cre11.g467764.t1.1	112; 112	Pfam	; 	; 	; 	; 
Cre11.g467775.t1.1	Cre11.g467775.t1.1; Cre11.g467776.t1.1	376; 379	Pfam	; 	; 	; 	; 
Cre11.g468100.t1.2	Cre11.g468100.t1.2; Cre06.g289400.t1.2; Cre16.g664150.t1.1	1539; 1529; 1542	Pfam	PF00233; PF00233, PF03924; PF00233, PF03924	3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, CHASE domain; 3'5'-cyclic nucleotide phosphodiesterase, CHASE domain	IPR002073; IPR002073, IPR006189; IPR002073, IPR006189	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain, CHASE domain; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain, CHASE domain
Cre11.g468374.t1.1	Cre11.g468374.t1.1; Cre11.g468650.t1.2	683; 683	Pfam	; 	; 	; 	; 
Cre11.g469375.t1.1	Cre11.g469375.t1.1; Cre03.g172750.t1.1	1253; 1260	Pfam	; PF01753	; MYND finger	; IPR002893	; Zinc finger, MYND-type
Cre11.g469650.t1.1	Cre11.g469650.t1.1; Cre03.g155150.t1.1; Cre11.g469750.t1.1	672; 662; 670	Pfam	PF07173; PF07173; PF07173	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like	IPR009836; IPR009836; IPR009836	Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like; Glycine-rich domain-containing protein-like
Cre11.g476351.t1.1	Cre16.g673850.t1.1; Cre11.g476351.t1.1	368; 368	Pfam	; 	; 	; 	; 
Cre11.g476700.t1.2	Cre11.g476700.t1.2; Cre13.g578350.t1.2	630; 633	Pfam	PF14008, PF00149; PF00149, PF16656	Iron/zinc purple acid phosphatase-like protein C, Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase, Purple acid Phosphatase, N-terminal domain	IPR025733, IPR004843; IPR004843, IPR015914	Iron/zinc purple acid phosphatase-like C-terminal domain, Calcineurin-like phosphoesterase domain, ApaH type; Calcineurin-like phosphoesterase domain, ApaH type, Purple acid phosphatase, N-terminal
Cre11.g480132.t1.1	Cre11.g480132.t1.1; Cre10.g456420.t1.1	168; 163	Pfam	; 	; 	; 	; 
Cre11.g481000.t1.2	Cre11.g481000.t1.2; Cre06.g292700.t1.2	366; 373	Pfam	PF00069; PF00069	Protein kinase domain; Protein kinase domain	IPR000719; IPR000719	Protein kinase domain; Protein kinase domain
Cre11.g482900.t1.1	Cre11.g482900.t1.1; Cre06.g278139.t1.1	203; 211	Pfam	PF00071; PF00071	Ras family; Ras family	IPR001806; IPR001806	Small GTPase; Small GTPase
Cre14.g627455.t1.1	Cre14.g626433.t1.1; Cre14.g627455.t1.1	464; 464	Pfam	; 	; 	; 	; 
